2022-06-27 13:22:04.952 | INFO     | __main__:<module>:49 - Iniciando o sistema.
2022-06-27 13:22:30.930 | DEBUG    | marketplaces.spiders.casasbahia:parse:74 - Produtos encontrados: 4
2022-06-27 13:22:32.157 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Intel Core i3-1005G1 4GB 256GB SSD Tela Full HD 15.6” Windows 11 Inspiron I15-3501-WA25P + Microsoft 365 Personal
2022-06-27 13:22:38.212 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Intel Core i5- 1035G1 8GB 256GB SSD Tela Full HD 15.6” Windows 11 Inspiron I15-3501-WA46P + Microsoft 365 Personal
2022-06-27 13:22:41.690 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Intel Core i5- 1035G1 8GB 256GB SSD Tela HD 15.6” Windows 11 Inspiron I15-3501-WA46P
2022-06-27 13:22:42.833 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Intel Core i3-1005G1 4GB 256GB SSD Tela Full HD 15.6” Windows 11 Inspiron I15-3501-WA25P
2022-06-27 13:22:42.840 | INFO     | marketplaces.pipelines:close_spider:53 - Crawler finalizado.
2022-06-27 13:22:44.045 | INFO     | marketplaces.spiders.extra:__init__:28 - Crawler iniciado: extra
2022-06-27 13:22:44.047 | INFO     | marketplaces.spiders.extra:__init__:30 - Preço desejado: 4000
2022-06-27 13:22:44.047 | INFO     | marketplaces.spiders.extra:__init__:33 - Validar frete: False
2022-06-27 13:22:44.048 | INFO     | marketplaces.spiders.extra:__init__:39 - Palavra chave informada: dell g15
2022-06-27 13:22:44.049 | INFO     | marketplaces.spiders.extra:__init__:47 - Filtro configurado: ?resultsPerPage=20&terms=dell g15&filter=d%3A1216815%3A1216817&page=1&salesChannel=desktop&apiKey=extra
2022-06-27 13:22:45.111 | INFO     | marketplaces.spiders.extra:start_requests:62 - Acessando...
2022-06-27 13:22:45.112 | INFO     | marketplaces.spiders.extra:start_requests:63 - Pagina: 1 - https://prd-api-partner.viavarejo.com.br/api/search?resultsPerPage=20&terms=dell g15&filter=d%3A1216815%3A1216817&page=1&salesChannel=desktop&apiKey=extra
2022-06-27 13:22:46.486 | DEBUG    | marketplaces.spiders.extra:parse:75 - Produtos encontrados: 2
2022-06-27 13:22:47.724 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Intel Core i3-1005G1 4GB 256GB SSD Tela Full HD 15.6” Windows 11 Inspiron I15-3501-WA25P + Microsoft 365 Personal
2022-06-27 13:22:51.216 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Intel Core i3-1005G1 4GB 256GB SSD Tela Full HD 15.6” Windows 11 Inspiron I15-3501-WA25P
2022-06-27 13:22:51.224 | INFO     | marketplaces.pipelines:close_spider:53 - Crawler finalizado.
2022-06-27 13:22:52.317 | INFO     | marketplaces.spiders.pontofrio:__init__:28 - Crawler iniciado: pontofrio
2022-06-27 13:22:52.319 | INFO     | marketplaces.spiders.pontofrio:__init__:30 - Preço desejado: 4000
2022-06-27 13:22:52.320 | INFO     | marketplaces.spiders.pontofrio:__init__:33 - Validar frete: False
2022-06-27 13:22:52.321 | INFO     | marketplaces.spiders.pontofrio:__init__:39 - Palavra chave informada: dell g15
2022-06-27 13:22:52.322 | INFO     | marketplaces.spiders.pontofrio:__init__:47 - Filtro configurado: ?resultsPerPage=20&terms=dell g15&filter=d%3A1186322%3A1186324&page=1&salesChannel=desktop&apiKey=pontofrio
2022-06-27 13:22:53.334 | INFO     | marketplaces.spiders.pontofrio:start_requests:62 - Acessando...
2022-06-27 13:22:53.335 | INFO     | marketplaces.spiders.pontofrio:start_requests:63 - Pagina: 1 - https://prd-api-partner.viavarejo.com.br/api/search?resultsPerPage=20&terms=dell g15&filter=d%3A1186322%3A1186324&page=1&salesChannel=desktop&apiKey=pontofrio
2022-06-27 13:22:54.756 | DEBUG    | marketplaces.spiders.pontofrio:parse:74 - Produtos encontrados: 2
2022-06-27 13:22:56.083 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Intel Core i3-1005G1 4GB 256GB SSD Tela Full HD 15.6” Windows 11 Inspiron I15-3501-WA25P + Microsoft 365 Personal
2022-06-27 13:23:03.318 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Intel Core i3-1005G1 4GB 256GB SSD Tela Full HD 15.6” Windows 11 Inspiron I15-3501-WA25P
2022-06-27 13:23:03.324 | INFO     | marketplaces.pipelines:close_spider:53 - Crawler finalizado.
2022-06-27 13:23:04.486 | INFO     | marketplaces.spiders.submarino:__init__:25 - Crawler iniciado: submarino
2022-06-27 13:23:04.487 | INFO     | marketplaces.spiders.submarino:__init__:27 - Preço desejado: 4000
2022-06-27 13:23:04.489 | INFO     | marketplaces.spiders.submarino:__init__:30 - Validar frete: False
2022-06-27 13:23:04.491 | INFO     | marketplaces.spiders.submarino:__init__:36 - Palavra chave informada: dell g15
2022-06-27 13:23:04.492 | INFO     | marketplaces.spiders.submarino:__init__:43 - Filtro configurado: ?filter=%7B%22id%22%3A%22loja%22%2C%22value%22%3A%221p%7CSubmarino%7Cb2w.loja%22%2C%22fixed%22%3Afalse%7D&sortBy=relevance
2022-06-27 13:23:05.504 | INFO     | marketplaces.spiders.submarino:start_requests:66 - Acessando...
2022-06-27 13:23:05.506 | INFO     | marketplaces.spiders.submarino:start_requests:67 - Pagina: https://www.submarino.com.br/busca/dell g15?filter=%7B%22id%22%3A%22loja%22%2C%22value%22%3A%221p%7CSubmarino%7Cb2w.loja%22%2C%22fixed%22%3Afalse%7D&sortBy=relevance&limit=24&offset=0
2022-06-27 13:23:13.899 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell 15.6" Linux G15-i1000-d20p 10ª Intel Core I5 8GB 512GB SSD (GeForce GTX 1650)
2022-06-27 13:23:13.900 | INFO     | marketplaces.pipelines:process_item:33 - Notebook Gamer Dell 15.6" Linux G15-i1000-d20p 10ª Intel Core I5 8GB 512GB SSD (GeForce GTX 1650): preço formatado.
2022-06-27 13:23:13.902 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1000-A20P 10ª Intel Core i5 8GB 512GB SSD (GeForce GTX 1650 4GB) 15,6" W11
2022-06-27 13:23:13.902 | INFO     | marketplaces.pipelines:process_item:33 - Notebook Gamer Dell G15-i1000-A20P 10ª Intel Core i5 8GB 512GB SSD (GeForce GTX 1650 4GB) 15,6" W11: preço formatado.
2022-06-27 13:23:13.905 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-I1100-A30P 11ª Intel Core i5 8GB 512GB SSD (GeForce RTX 3050 4GB) Tela FHD 15.6" Windows 11 - Preto
2022-06-27 13:23:13.907 | INFO     | marketplaces.pipelines:process_item:33 - Notebook Gamer Dell G15-I1100-A30P 11ª Intel Core i5 8GB 512GB SSD (GeForce RTX 3050 4GB) Tela FHD 15.6" Windows 11 - Preto: preço formatado.
2022-06-27 13:23:13.909 | INFO     | marketplaces.spiders.submarino:parse:101 - Pagina: https://www.submarino.com.br/busca/dell g15?filter=%7B%22id%22%3A%22loja%22%2C%22value%22%3A%221p%7CSubmarino%7Cb2w.loja%22%2C%22fixed%22%3Afalse%7D&sortBy=relevance&limit=24&offset=24
2022-06-27 13:23:17.154 | INFO     | marketplaces.pipelines:close_spider:53 - Crawler finalizado.
2022-06-27 13:23:18.165 | INFO     | marketplaces.spiders.shoptime:__init__:25 - Crawler iniciado: shoptime
2022-06-27 13:23:18.167 | INFO     | marketplaces.spiders.shoptime:__init__:27 - Preço desejado: 4000
2022-06-27 13:23:18.169 | INFO     | marketplaces.spiders.shoptime:__init__:30 - Validar frete: False
2022-06-27 13:23:18.171 | INFO     | marketplaces.spiders.shoptime:__init__:36 - Palavra chave informada: dell g15
2022-06-27 13:23:18.173 | INFO     | marketplaces.spiders.shoptime:__init__:43 - Filtro configurado: ?filter=%7B"id"%3A"loja"%2C"value"%3A"1p%7CShoptime%7Cb2w.loja"%2C"fixed"%3Afalse%7D&sortBy=relevance
2022-06-27 13:23:19.279 | INFO     | marketplaces.spiders.shoptime:start_requests:66 - Acessando...
2022-06-27 13:23:19.282 | INFO     | marketplaces.spiders.shoptime:start_requests:67 - Pagina: https://www.shoptime.com.br/busca/dell g15?filter=%7B"id"%3A"loja"%2C"value"%3A"1p%7CShoptime%7Cb2w.loja"%2C"fixed"%3Afalse%7D&sortBy=relevance&limit=24&offset=0
2022-06-27 13:23:28.271 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1000-A20P 10ª Intel Core i5 8GB 512GB SSD (GeForce GTX 1650 4GB) 15,6" W11
2022-06-27 13:23:28.272 | INFO     | marketplaces.pipelines:process_item:33 - Notebook Gamer Dell G15-i1000-A20P 10ª Intel Core i5 8GB 512GB SSD (GeForce GTX 1650 4GB) 15,6" W11: preço formatado.
2022-06-27 13:23:28.275 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell 15.6" Linux G15-i1000-d20p 10ª Intel Core I5 8GB 512GB SSD (GeForce GTX 1650)
2022-06-27 13:23:28.277 | INFO     | marketplaces.pipelines:process_item:33 - Notebook Gamer Dell 15.6" Linux G15-i1000-d20p 10ª Intel Core I5 8GB 512GB SSD (GeForce GTX 1650): preço formatado.
2022-06-27 13:23:28.280 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-I1100-A30P 11ª Intel Core i5 8GB 512GB SSD (GeForce RTX 3050 4GB) Tela FHD 15.6" Windows 11 - Preto
2022-06-27 13:23:28.282 | INFO     | marketplaces.pipelines:process_item:33 - Notebook Gamer Dell G15-I1100-A30P 11ª Intel Core i5 8GB 512GB SSD (GeForce RTX 3050 4GB) Tela FHD 15.6" Windows 11 - Preto: preço formatado.
2022-06-27 13:23:28.284 | INFO     | marketplaces.spiders.shoptime:parse:101 - Pagina: https://www.shoptime.com.br/busca/dell g15?filter=%7B"id"%3A"loja"%2C"value"%3A"1p%7CShoptime%7Cb2w.loja"%2C"fixed"%3Afalse%7D&sortBy=relevance&limit=24&offset=24
2022-06-27 13:23:31.343 | INFO     | marketplaces.pipelines:close_spider:53 - Crawler finalizado.
2022-06-27 13:23:32.306 | INFO     | marketplaces.spiders.magazineluiza:__init__:28 - Crawler iniciado: magazineluiza
2022-06-27 13:23:32.307 | INFO     | marketplaces.spiders.magazineluiza:__init__:30 - Preço desejado: 4000
2022-06-27 13:23:32.308 | INFO     | marketplaces.spiders.magazineluiza:__init__:33 - Validar frete: False
2022-06-27 13:23:32.309 | INFO     | marketplaces.spiders.magazineluiza:__init__:41 - Palavra chave informada: dell g15
2022-06-27 13:23:33.271 | INFO     | marketplaces.spiders.magazineluiza:start_requests:52 - Buscando chave de acesso ao catálogo...
2022-06-27 13:23:33.273 | INFO     | marketplaces.spiders.magazineluiza:start_requests:53 - Pagina: https://www.magazineluiza.com.br/
2022-06-27 13:23:34.499 | INFO     | marketplaces.spiders.magazineluiza:parse:63 - Acessando...
2022-06-27 13:23:34.500 | INFO     | marketplaces.spiders.magazineluiza:parse:64 - Pagina: https://www.magazineluiza.com.br/_next/data/lqIz6zp7uPMC5UL4MNoVe/busca/dell g15.json?page=1&filters=seller---magazineluiza&slug=busca&slug=dell g15
2022-06-27 13:23:41.705 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell Gamer Dell G15 Intel Core i5
2022-06-27 13:23:41.710 | INFO     | marketplaces.pipelines:close_spider:53 - Crawler finalizado.
2022-06-27 13:23:42.816 | INFO     | marketplaces.spiders.fastshop:__init__:49 - Crawler iniciado: fastshop
2022-06-27 13:23:42.817 | INFO     | marketplaces.spiders.fastshop:__init__:51 - Preço desejado: 4000
2022-06-27 13:23:42.818 | INFO     | marketplaces.spiders.fastshop:__init__:54 - Validar frete: False
2022-06-27 13:23:42.819 | INFO     | marketplaces.spiders.fastshop:__init__:62 - Palavra chave informada: dell g15
2022-06-27 13:23:43.861 | INFO     | marketplaces.spiders.fastshop:start_requests:80 - Buscando chave de acesso ao catálogo...
2022-06-27 13:23:43.863 | INFO     | marketplaces.spiders.fastshop:start_requests:81 - Pagina: https://apigw.fastshop.com.br/product/v0/regionalized/v1/catalog/by-search?terms=dell g15&page=1
2022-06-27 13:23:45.457 | DEBUG    | marketplaces.spiders.fastshop:parse:98 - Produtos encontrados: 20
2022-06-27 13:23:45.467 | INFO     | marketplaces.spiders.fastshop:parse:124 - Pagina: 2 - https://apigw.fastshop.com.br/product/v0/regionalized/v1/catalog/by-search?terms=dell g15&page=2
2022-06-27 13:23:48.306 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1100-M30P 15.6" FHD 11ª Geração Intel Core i5 8GB 512GB SSD NVIDIA RTX 3050 Windows 11
2022-06-27 13:23:50.437 | DEBUG    | marketplaces.spiders.fastshop:parse:98 - Produtos encontrados: 14
2022-06-27 13:23:50.439 | INFO     | marketplaces.spiders.fastshop:parse:124 - Pagina: 3 - https://apigw.fastshop.com.br/product/v0/regionalized/v1/catalog/by-search?terms=dell g15&page=3
2022-06-27 13:23:52.039 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-a0500-MM15P 15.6" FHD AMD Ryzen™ 5 16GB 512GB SSD NVIDIA RTX 3050 Windows 11
2022-06-27 13:23:53.509 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Gamer G15 - FHD 120Hz, Ryzen 5 5600H, 32GB, SSD 512GB, RTX 3050, Windows 11
2022-06-27 13:23:54.552 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Gamer G15 - Tela 15.6 Full HD 120Hz, i5 10500H, 32GB, SSD 512GB, GTX 1650, Linux
2022-06-27 13:23:57.192 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Gamer G15 - FHD 120Hz, Ryzen 5 5600H, 32GB, SSD 1TB, GeForce RTX 3050, Windows 11
2022-06-27 13:23:59.028 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1000-M20P 15.6" FHD 10ª Geração Intel Core i5 8GB 512GB SSD NVIDIA GTX 1650 Windows 11
2022-06-27 13:24:00.229 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1000-U20P 15.6" FHD 10ª Geração Intel Core i5 8GB 512GB SSD NVIDIA GTX 1650 Linux
2022-06-27 13:24:01.320 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Gamer G15 - FHD 120Hz, Ryzen 5 5600H, 64GB, SSD 512GB, GeForce RTX 3050, Windows 11
2022-06-27 13:24:02.380 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Kit Notebook Gamer Dell G15-a0500-AM10PBP 15.6" FHD AMD Ryzen™ 5 8GB 512GB SSD NVIDIA RTX 3050 Windows 11 + Mochila
2022-06-27 13:24:03.764 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15 A0500-MM10P - Ryzen 5, 8GB, SSD 512GB, GeForce RTX 3050, Full HD 120Hz
2022-06-27 13:24:04.938 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-a0700-MM20P 15.6" FHD AMD Ryzen™ 7 16GB 512GB SSD NVIDIA RTX 3060 Windows 11
2022-06-27 13:24:06.313 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Gamer G15 - Tela 15.6 Full HD 120Hz, i5 10500H, 64GB, SSD 1TB, GTX 1650, Linux
2022-06-27 13:24:07.426 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1100-M50P 15.6" FHD 11ª Geração Intel Core i7 16GB 512GB SSD NVIDIA RTX 3060 Windows 11
2022-06-27 13:24:08.684 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Gamer G15 - Tela 15.6 Full HD 120Hz, i5 10500H, 16GB, SSD 512GB, GTX 1650, Linux
2022-06-27 13:24:09.850 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Gamer G15 - Full HD 120Hz, i7 11800H, 64GB, SSD 512GB, GeForce RTX 3060, Windows 11
2022-06-27 13:24:10.979 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1000-U10P 15.6" FHD 10ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GTX 1650 Linux
2022-06-27 13:24:11.659 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-a0500-MM10P 15.6" FHD AMD Ryzen™ 5 8GB 512GB SSD NVIDIA RTX 3050 Windows 11
2022-06-27 13:24:12.516 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Dell Gamer G15 - Full HD 120Hz, i7 11800H, 32GB, SSD 512GB, GeForce RTX 3060, Windows 11
2022-06-27 13:24:14.010 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1100-M40P 15.6" FHD 11ª Geração Intel Core i5 16GB 512GB SSD NVIDIA RTX 3050 Windows 11
2022-06-27 13:24:15.381 | INFO     | marketplaces.pipelines:process_item:28 - Um novo item foi processado: Notebook Gamer Dell G15-i1100-M30P - i5 11400H, 8GB, SSD 512GB, GeForce RTX 3050, Full HD 120Hz
2022-06-27 13:24:15.389 | INFO     | marketplaces.pipelines:close_spider:53 - Crawler finalizado.
